stt,review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466_9,"This really is a movie that you need to see twice. When I first saw this film I was really drawn into the story. While the majority of the story takes place inside of a hotel room, the stories that Buddy (Nick Drake, wonderful allusion) and Daphne share take you outside of their room and into their world. Through their conversations you get a feel for the loneliness and pain that each feels. The soundtrack accompanies the movie perfectly, dark, lo-fi and intriguing. When you see the film the second time around you can pick up all of the clues that you missed the first time around leading up to one of the best ending I have seen in a long time. I hope to see this movie find a distributor for the DVD so that it will be more accessible. Great movie, you won't be disappointed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693_2,"Nice attempt to bring Shakespearian language alive in a post-apocalyptic setting, but the final result is dreadful. Futuristic Liverpool is not convincing at all; the budget was obviously not very big, but the production designer could have come up with a slightly more creative approach to the matter. Alex Cox has made some good films, e.g. Repo Man and Highway Patrol Man, but i really don't know what he was thinking here. Just an opinion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952_10,"For those who still prefer films focusing on human relationships, 51 Birch Street is a must see.<br /><br />By training the spotlight on his own family, Block covers terrain that is off-limits for most filmmakers. He explores a common but often unspoken family dynamic and does so without resorting to hyperbole or sensationalism. In fact, the film is deceptively low key at the outset. <br /><br />In addition to providing a probing look at one family - and, by extension, every family - Block has also chronicled a very specific period in recent history. I don't know if this was intentional, but unavoidable due to archival content.<br /><br />Highly recommended.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128_1,"This has got to be the worst piece of crap I have ever seen. Randy Quaid funny as a supporting actor in the original, but not as the leading. Too much Eddie. The original is a classic. Like the original, the supporting actor carried the show. Ed Asner was very funny. He is the Eddie of Christmas Vaction 2! How come Snots still looks the same after all those years and everyone else in the original looks 14 years older. After 15 minutes of watching this movie I don't believe I had even laughed yet. The island thing just didn't work. If it wasn't for the good looking South Pacific female guide on the island the movie would have been a total loss. I sat on this review for a week and yes, I still think the movie should never have been made. Lets hope there is not a THIRD!<br /><br />Shawn Gearin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975_10,"The best thing from the American Pie \bakery.\"" I found the humor and the plot to be far more engaging audience than any of the American Pie movies to date. .Also concerning the appropriateness of the content I found this to be acceptable to a much larger audience than any of the previous American Pie movies. I thoroughly enjoyed this movie experience. When the movie first came out I read a number of negative reviews and ended up not going to see it while it was still in the theater...I now regret that decision. The movie far exceeded my expectations in terms of plot", dialog/scripting," and overall quality. I give it two thumbs way up!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365_10,"A great production, that should be revived/rebroadcast. I doubt that it would be out of date! I'd love to hear from anyone who knows whether videos exist of this series, or any other information about where it could be found or viewed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_9,"Let's face it, there is no perfect production of Hamlet, it's simply far too long and varied and cerebral to get completely perfect across the board, especially what with the challenges of Elizabethan English and Shakespeare's abstruse dialogue. In any staging of it, there are bound to be certain moments, scenes, or intonations that one disagrees with. I've seen a lot of filmed Hamlet productions: Olivier, Gibson, Branagh, Scott, and now this BBC film with Jacobi. In terms of faithful, full-length productions, this one ranks up there with the very best.<br /><br />Most Hamlet productions are drastically cut, because to perform the entire play takes a stage-time of four to five hours. This production appears to be complete -- that is, ALL of the original Shakespeare dialogue is intact -- and so it's essential for scholars and Shakespeare-lovers. And though the lines seemed rushed on rare occasion (for those less completely familiar with the text), for the most part the script is well-acted, well-spoken, and well-performed. Subtitles are available and very helpful, although upon occasion they lag slightly behind.<br /><br />Jacobi does a quite admirable job with theatre's longest and most impossible role. I actually cried when Hamlet dies, and I don't think I've done that before. Patrick Stewart (as Claudius) and Claire Bloom (as Gertrude) are excellent, as are Lalla Ward (Ophelia) and David Robb (Laertes), and the rest of the very on-point cast. Sets are minimal, so we can thankfully concentrate on the play without distraction or attention paid to non-essentials.<br /><br />At 3 hours and 45 minutes, this full-length Hamlet is a long haul to sit through, but again, if you want the real deal, it's 100% worth it, even if one needs to take an intermission for oneself. I highly recommend this production to all Shakespeare lovers and scholars.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768_10,"I have seen this film at least 100 times and I am still excited by it, the acting is perfect and the romance between Joe and Jean keeps me on the edge of my seat, plus I still think Bryan Brown is the tops. Brilliant Film.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895_1,"How do you make a totally unappealing movie out of a story by one of America's most famous authors? Watch this film and find out. Maybe I am overrating author Carson McCullers, but I was impressed by \The Heart Is A Lonely Hunter\"" and was hoping for something memorable here", too. Forget it.<br /><br />Vanessa Redgrave looks like a man with her short haircut and clothing. I never found her much to get excited about in almost any movie, anyway. Rod Steiger as a preacher? How insulting is that? Unlikable characters, one after the other. Well, maybe that's the book, too, and I am being unfair to this film. I am not familiar with the story other than what I saw on screen and this was so unappealing a movie that I could never recommend it to anyone.<br /><br />It's just one backwards person after another in a backward town. Outside of some nice cinematography here and there," there is nothing to recommend. How anyone could sit through 100 minutes of this is amazing.<br /><br />I didn't even go into how bad this is directed. There is good news: this was the only film Simon Cowell directed.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5726_10,"The Elegant Documentary -<br /><br />Don't watch this movie ... if you're an egotistical know-all student of physics. This much less than one percent (miniscule fraction) of the population may find that this show just tells them what they have already learned and already know.<br /><br />Do watch this movie! - If you're one of the massive majority of people that fall into the greater than 99% of the population that does not study or already have a sound knowledge of the theories of physics including Relativity, Quantum, String and M-theory.<br /><br />What a brilliantly architected documentary. Starting with some helpful historical background you will be lead step by elegant step into a Universe of pure magic - and dimensions beyond. I have always had a huge appreciation of Mathematics. This movie can easily give you an insight into what an exquisitely beautiful language mathematics is without making you feel like you're about to fail the grade.<br /><br />The show is repetitive at times as the original format was a mini-series split over three shows. It therefore makes sense to give us polite little reminders of the principles being presented. I found this immensely helpful as it kept reminding me of the multitude of questions and possible answers that make up this amazing tapestry of our very existence.<br /><br />We are all (and everything around us) is vibrational-energy with a natural tendency towards harmony. This movie may blow your mind - or at least help you realize that the universe is far far bigger than that which we see around us (even with the Hubble Telescope) and far far smaller than the protons and neutrons within the atoms we learned about in high-school. M-theory holds many magnificent magnitudes of 'possibility'.<br /><br />It just seemed so appropriate that all of this elegance should by it's very nature move (by admission by the many brilliant scientists presenting) out of the realm of Science and into the realm of Philisophy.<br /><br />You do not have to be religious at all to feel like this movie brought you one step closer to God.<br /><br />Bravo Brian Greene. Well done indeed.<br /><br />P.S. If you're interested in feeling even more comfortable and at home in your place in the Universe and would like some more insight into the 'possibilities' Quantum mechanics blended with Spirituality (of all things) can bring then I highly recommend that you also watch \What the Bleep!? - Down the Rabbit Hole\"". Yes I know they make a few silly mistakes by suggesting a Shaman may not be able to see a boat if he hasn't seen one before (my eyes process light reflections just fine - I see things everyday that I've never seen before) and brain cells are cells in the body that actually don't divide. But if you can get over these little hurdles and put down the things you don't like and hang on to those that you do - there is a lot to like about this film.<br /><br />Then watch \""The Secret\"" (2006 documentary about The Law of Attraction - search for IMDb title \""tt0846789\""). This information just might change your life profoundly - forever. If you search deeper you might even find the Universe is talking to us with thought (if you'll listen) - and some are - and that is truly incredible. There is a modern day Jesus/Mohammad/Buddha (those", among others," that history suggests have communicated with the non-physical) alive today and she lives in Texas. I know some of you know what I'm talking about.<br /><br />I do not consider myself religious by any traditional definition but I have never felt more at home or as comfortable in the Universe as I do now.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993_10,"if you watch this at home on DVD or Bluray! be sure you have great sound system. the musical score through this is what moves you through the movie. I have watched the movie several times and thought it was great but after just up-grading my home theater sound system, what a difference. I will be watching this movie many, many more times.<br /><br />if you do not have a great sound system. find a friend who does and watch it there.<br /><br />also watch the extra stories and behind the scenes extras that come with it (the BR or DVD.) the interview of Quimet in the 1960's talks about his scholarship fund...but for those times just boys got it. today I hope some of it goes to girls.......",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319_2,"This is supposedly a story in which a GROWN MAN tells a story about his youth. Yet, you see things like personal computers, e-mails, faxes, etc, which are items used in the late 20th Century and early 21st. <br /><br />So when is this guy supposed to be telling this story - in 2020. Gee, I wonder how advanced we are then. How about telling us that.<br /><br />Also, there are several legal issues which also make no sense. In the courtroom scene, the story falls into the usual pratfalls of surprise evidence, which is inadmissible in any real court of law in this country. Also, Grandma would have to be missing at least seven years in most states before to be declared officially dead.<br /><br />Congratulations Elmo Shropshire. You are now officially a SELLOUT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561_2,"Perhaps if only to laugh at the way my favorite of Jane Austen's works has been portrayed. Perhaps I am too severe on this adaptation, but I'm afraid I am biased to the A&E version. I have a hard time imagining Mr. Darcy portrayed by anyone other than Colin Firth.<br /><br />The characters seemed shallow, and often dialogue forced. Lizzy seemed to lack the real feeling that is so evident in the book. Her fancy for Wickham was overplayed, and then her sudden like for Darcy was not believable.<br /><br />Darcy was portrayed tolerably well, I will grant him. He managed to maintain the aloofness that is required, but I felt he did not project the feeling and inner struggle that makes his character so delightful, especially in the proposal scene.<br /><br />Mr. and Mrs. Bennet were also played well, but seemed lacking in many ways. The mean temper of Mrs. Bennet was not completely captured in her performance.<br /><br />Mr. Collins' was a good portrayal. Very much in line with the book.<br /><br />I will refrain from commenting on Lady Catherine except to say that she is possibly the worst portrayal in the entire film.<br /><br />Other problems I saw were the few liberties they took with the order of events such as Darcy being present at the first meeting with Lady C., and also that Miss Lucas and Sir William did not join Lizzy on her visit to the Collins'.<br /><br />The choreography was dreadful during the dancing scenes. The scene where Lizzy and Darcy dance loses much of its intensity because one cannot get past the feeling that they look akward on the ballroom floor. At least this BBC version left out the dialogue between Lizzy, Darcy and Sir William when he commends the two on their dancing, as they performed very ill indeed.<br /><br />There were occasional moments that it kept me interested, but overall I find this version to be a disappointment. I would not advise this film unless you're like me, and you are excessively diverted by such follies.<br /><br />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455_8,"***SPOILERS*** This film depicts the brutal bloodbath caused by the retirement of Johnny Carson to determine who would succeed him. The impersonations of David Letterman and Jay Leno are performed in a satisfactory way by John Michael Higgins and Daniel Roebuck, though the performances weren't great. Reni Santoni is the best-performing of the \execs\"" (he plays John Agoglia of NBC)", and Warren Littlefield (played by Bob Baliban) is a close second. I was shocked at the way in which Littlefield eagerly discussed dumping Johnny Carson. This was Johnny Carson! This scene evinces the cut-throat, what-have-you-done-for-me-lately world of television. Kathy Bates delivered the best performance of the film as Jay's agent, Helen Kushnick. Another commenter asserted that Leno was portrayed as a simpleton in the film. I respectfully disagree. The relationship with Kushnick bordered on something akin to domestic violence. She orders him around, and, when he rebels against her at the end, she tries to play the sympathy card (mentioning her dead husband and son); however, when Jay terminates their relationship, she turns violent again," screaming \""Don't you leave me"," you two-faced bastard!\"" before smashing a picture on the floor. Overall", the movie is hilarious," and I wish that it were shown more often.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10684_3,"Following a 19th century gun dual that goes awry, a charming young woman becomes a vampire. Not only does she become one of the undead, she uses her goth, temptress persona to sustain her talents as a cold blooded assassin. This is a low grade B feature that should have went straight to video. The violence is vicious and gory, but actually quite mild. The story line is so weak and dialogue so haphazard it is hard to work up much interest. Eileen Daly is the lead character Lilith Silver. Also in the cast are Mark Caven, Kevin Howarth, and Isabel Brook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652_3,"MGM tried pairing up and coming young men with the Divine One to give them exposure and try them out as leading men. Gable and Garbo had chemistry in SUSAN LENOX but it was a lousy film. Here in INSPIRATION there is no chemistry whatsoever between Garbo and Robert Montgomery and the script is poor as well. What were they thinking? The modern, fast-talking, wise-crack-snapping Montgomery and the long-suffering Garbo? It is a tale like CAMILLE. Young student falls for woman of the world and is repelled by learning of her past, rejects her, takes her back, rejects her.... you get the picture. Garbo is completely believable as a top Parisian artist's model and completely at home, although bored, with her life at the top of society amidst her artistic friends and their loose morals. Suddenly she is fascinated by this innocent. She finally gives up her life for him and sinks into poverty, only to be rescued by him and set up in a house of her own. Ironically, he intends to marry and keep her on the side - so much for his pure moral ethic of earlier.<br /><br />The scenes are incredibly dull and boring and nothing much happens. Only Marjorie Rambeau as Lulu is able to inject life into the proceedings with such lines as \Unfortunately weak women have strong appetites\"" and \""Odette"," Where is thy sting?\""<br /><br />Only for Garbo fans.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825_1,The trailer is so deceiving... I thought this will be a good film... What was the point in bringing the women in Hong Kong for being killed? They could have done it in Paris. And the fist half hour:<br /><br />-You love me!<br /><br />-No I don't! -You love me!<br /><br />-No I don't! -You love me!<br /><br />-No I don't!Repeat for 100 times... then... Well I don't love you... So i shoot you! :D So here is the reason why movie piracy is a good thing! Imagine if I would have even give money for this torture! I'm sorry for the time I lost watching it... the film makers should pay me <br /><br />for the inconvenience... Worst film ever seen...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806_1,"I can't believe that Isaiah Washington and Ice-T were in this mess! The plot (and I use that term very loosely) centers around an army of rats that terrorize an urban apartment complex--at least I think that's what it was about. The script made no sense at all, I couldn't have cared less about the characters and the camera-work consisted of repeatedly showing shadow images of rats standing on their hind legs or running. Running is what I should have done. As an African American male, I often read pleas from my brothers and sisters to \support African American films.\"" I try to help out", but enough is enough. No one should watch garbage like this for any reason whatsoever. Please, brothers and sisters," don't produce any more direct to video rat turds like this. Please!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275_10,"I like many others saw this as a child and I loved it and it horrified me up until adulthood, I have been trying to find this movie and even been searching for it to play again on TV someday, since it originally played on USA networks. Does Anyone know where to buy this movie, or does anyone have it and would be willing to make a copy for me? Also does anyone know if there is a chance for it to be played on TV again? Maybe all of us fans should write a station in hopes of them airing it again. I don't think they did a good job of promoting this movie in the past because no one really knows about, people only know of the Stepford wives and Stepford husband movies. No one is familiar with the fact that there was a children version. Maybe they should also do a re-make of it since they seem to be doing that a lot lately with a lot of my favorite old thriller/horror flicks. Well if anyone has any input Please I Beg Of You write me with information. Thanks Taira tcampo23@aol.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246_1,"Hooray for Title Misspellings! After reading reviews and contemplating, my girlfriend and I confirmed that this movie is an utter piece of trash. This movie lost her as one of those Rare Tarantino fans.I wish it were made on nitrate film, and all the copies piled neatly underneath a chain-smoking Tarantino fanboy. The literally needless violence, the plot holes, Tarantino's table-itis sans drama, and absent character development made this a thoroughly painful, glorified montage. <br /><br />What acting was there? And how much of that was just because I was too busy reading the subtitles? I watch my share of fansubbed anime, and kudos for the attempt at authenticity, but it was overdone for an English-language movie. With the glaring historical inadequacies, the constant reading killed what acting there was.<br /><br />Why pay money for a narrator who will have absolutely no tie to any of the characters, plot, themes, setting, or anything involved in the movie? When the movie needs that sort of off hand explanation, it's foreshadowing the utter filth that follows.<br /><br />Historical Research - while it was sprinkled with interesting factiods, used the proper costumes and props for the soldiers, this movie stretched the truth beyond belief even for historical fiction. Kudos on Mata Hari reference, though using it as foreshadowing was a bit much. Mata Hari was executed by a firing squad, not choked in an isolated room. This ruined any sense that the reference may have had.<br /><br />Other reviews mention more than half a dozen homages to other artists in the first 15 minutes. Considering the audience, all these and other references were completely lost on many who would bother to see this movie, and all who would enjoy it.<br /><br />I'm confused by his choices of when to start a scene, end it, and what needs to be included. In a movie promoted as an action film, why did it take nearly 20 minutes to set up any sort of testosterone? <br /><br />What I believe to be the message was trite. The idea of rats and how we act on a primal nature against them, and \who is the rat?\"" were at best clichéd", but at worst not realized. Mention of American camps for the Japanese and German Americans would have added legitimacy to this question to the moral high ground. Literally every character in the film that gets a speaking role was caught up in their own legend. Is that the world in which Tarantino lives?<br /><br />I'm glad I didn't pay to see this one. I regret that I bothered to view it at all, even with well-meaning hosts. There was a rich base of ideas to develop," but none were realized.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11968_2,"So unfortunately me and my mate watched this!!! It was showing on a Sky channel over here called \Zone Horror\"" which basically shows crappy B-movie horror films 24/7. It was a boring Friday night", so decided to have a laugh and give this one a look. Apart from the atrocious acting, the awful plot, the dire effects, the shoddy camera work and the brain numbing ridiculousness of it all, it was OK, LOL!!! In all seriousness it was quite a laugh picking holes in it and laughing at the goofy actors. There is a bit of semi-nudity which perked the movie up a bit," unfortunately it was the \""uggo\"" who got topless as my mate calls her :oD If you're bored one evening and this happens to be playing", take a chance," you just might like it :)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528_1,"Man, are you serious? Did you read the book or watch this movie? Well, if you did, let me warn you, it is bogus. Mark Furhman has been seeking a job since losing his job with the LAPD. You remember him, don't you? He was the guy that lied on the stand and gave the OJ Simpson defense a foothold they were looking for. Well, he has written three books since then. I have read all three of them. No, I am not a fan, they were given to me. HOWEVER, I will tell you one similarity in all three, they grossly distort the importance of Mark Furhman. He shamelessly exaggerates his stature in all three. In \Murder in Spokane\""", he pretends that he had something to do with catching the killer, when he had nothing to do with it. In all books he takes great delight in running down local law enforcement efforts. Kind of like his efforts were run down in the OJ trial. In this movie, there are plenty of slow motion shots of ladies looking at Furhman and lusting after him. Many other shots have him at the center of attention, when in reality," I am sure the only thing people were thinking at the time was \""hey"," isn't that the racist that caused OJ to get off?\"" This was an interesting real life story"," but not a good movie over it.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491_8,"Jamie Foxx does a fine job of impersonating the famous blues/soul/country singer Ray Charles. To the film's credit, it shows both the good and the bad regarding Charles' character and the choices he made, both personally and professionally.<br /><br />This is a slick-looking film that provides you with a rich feel of the periods in which the story takes place. Not only does it look good, it sounds good. I only wish there was more music in here. When it's inserted, it's fabulous but there isn't enough of it. <br /><br />Assuming, at least for review purposes, that the story was true, I was impressed and disappointed with Charles, meaning the story left some memorable impressions since I'm writing this 16 months after viewing it. Main impressions include:<br /><br />GOOD - Re-living Ray's immense talent and his foresight to step out and take chances musically, such as going \country\"" for awhile. The man had supreme confidence in himself but didn't come across as arrogant about it. Also memorable was showing him beating his heroin addiction - with no help! That's just amazing.<br /><br />BAD - I also remember through this film how easily hooked Ray got in the first place and disappointed he was so unfaithful to his wife. A really sad comment was that his wife was more upset with him for missing his kid's Little League games than she was for all the cheating he was doing on her", even fathering a child with a member of his singing group.<br /><br />The only negative I had with the filmmakers was the overemphasis of his problems being blamed on one early childhood event, the accidental death of his brother. That tragedy was used as cop-out for all Ray's misdoings as an adult, which is another example of a culture in which people refuse to take responsibility for their actions.<br /><br />Note: There is an extended version with the DVD but word has it that it is so poorly edited that it's not worth watching," so stick with the \""theatrical version.\""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13_1,"An obvious vanity press for Julie in her first movie with Blake. Let's see. Where do we begin. She is a traitor during a world war; she redeems that by falling in love; her friends (who are presumably patriots because they are German citizens) are expendable and must die; and she winds up as a heroine. OK. The scenes with the drunken pilot and the buffoons who work for French intelligence can't even be described, and we won't even mention Rock's romantic scenes with a female. (By the way, when they visit a museum, look at his gaze - I reran it on video and it's priceless). Is it a farce or is it a romantic classic or is it a war movie? I don't know and you won't either.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530_8,"This film is a fun little private eye detective story like they aren't made any more. It's all there: Tom Conway is the suave detective called The Falcon, Goldie Locke (what's in a name) is his wisecracking bumbling sidekick, Louisa Braganza is the damsel in distress, and of course there are the damsels maid, the professor with the secret formula, the bad guy that wants the formula, and the police inspector who's after The Falcon. There is a murder, and The Falcon gets implicated. The scenery is night clubs, expensive hotel rooms, a luxury train, the suburbs, and beautiful cars. Go watch this little gem when you see it pass by on afternoon TV!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207_3,"I'm a big time horror fan, and I bought this movie from all the hype it was getting on the message boards. Well, let me tell you I don't know whom was giving it all the hype, but let me speak on a few things.<br /><br />First of all this film is \not\"" a LOT of things. It is NOT scary", NOT suspenseful, NOT overly gory, NOT overly sick (except for one season MAYBE) NOT beautifully scored.... AT ALL.<br /><br />The premise of the movie is that a couple flee to a small island in Greece because they have done a little naughtiness in London. We don't even know what they did," but it is presumed that they killed someone. <br /><br />**spoiler alert**<br /><br />The male lead kills a few people out of his perversion of \""cleansing the island of perverts\"" oddly enough. The killings are cheap", the characters are cheaper and the effects suck.<br /><br />There is one part when he rapes a goat because his wife wont give him any in the morning," but even that is done without any care for how it is shot. <br /><br />end of spoilers<br /><br />The end of the movie is about the only thing that isn't totally predictable. I especially enjoyed when the \""herder\"" farts on the husband. Anyway"," if you can rent this and have 2 hours to waste go ahead. It's nothing better than a processed cheese sandwich on moldy bread.<br /><br />3/10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11648_10,"Having read most of the comments I feel like I have a word to say as well.<br /><br />What bothers me most is that most people here are think that this movie is either pro or con to the subject of death penalty and whether it worked with them. I remember having read an article back in 1995 when the film was published (yes, it has interested me so much ever since I heard that it would come out that I have not forgotten about the articles I read back then) in which Tim Robbins said that he did not want to make a movie to convince audiences of neither one nor the other.<br /><br />And I think that is completely right. I have to admit that I believe that in the way he made this film he did tend a little bit to the anti-death-penalty-side, but nevertheless people are still allowed to make their own choice. And this is a very rare thing in American films.<br /><br />I have shown this movie to many people since it came out and I have seen all kinds of reactions. Death-penalty-supporters became opponents or became even stronger in their belief. And many death-penalty-opponents (including me) grew stronger in their belief that death penalty should be abolished everywhere in the world. But I have even seen opponents turn into supporters. This and the fact that people here seem to fight about it shows to me that there are really many ways of looking at it. So whatever effect it has on you, the important thing is that it makes you THINK.<br /><br />This is one of the few movies that really gives you the choice, that does not shy away with a simple path by making the convicted either bad or innocent. This may be a tough thing for people who prefer being entertained or tought a lesson. There is no lesson here you need to find one yourself.<br /><br />Everyone praises the acting, directing and the music but since this has been said so many times the I will not repeat it all again.<br /><br />So if you have not seen this yet, do so - if you dare to be challenged!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260_1,"Okay,. so I went into this loving RuPaul. I still love him/her but think a little less. This is one gross movie that shows a lot of male genitalia. THis is a spoof of the 1970s black exploitation films and is purposefully done badly. The only fun part about it for me is that all of the voices have been looped with those of drag queens, even the voices of real women. This is over an the top, nonstop, laugh your rear end off it is so stupid, badly made movie. I would never watch this again but I do appreciate what the film makers were trying to do. There is no rating on this but it would be R or even NC-17. RuPaul has done much better work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10730_10,"Certainly when I saw this movie at HBO, I was bit erratic in following the plot, but it catches my attention when seeing Dustin Hoffman in it. Honestly I'm not enthralled watching old movies, but then in the long run it changes my point of view. Seeing this stirring film made me experience once again couching at my seat not noticing my tears suddenly roll down my cheek, and then after, let loose a heavy sigh in realizing the impact of what I've just witness. Kramer vs Kramer was indeed one of the best classical drama movies I've witnessed for a long time that even I, myself couldn't imagine how it touched me. The story was strongly emotional, but is not saturated with such. The characters weren't unrealistic for their roles; they possess qualities that make viewers like them whatever position they have in the film, like the role of Meryl Streep, she was a mother who honestly concede her mistakes at the past but then she's confident to stand up her emotional motives to get what she desires in a fair and square battle. Dustin Hoffman was way too outstanding, I can't even fathom how this guy could play seriously difficult roles and suddenly jump into another role which is completely different, then performed it well. Even though I have already seen the movies a lot of times, when I seat back and lounge at my home scanning worth movies to peer and buy a time for it, catching a glimpse for Kramer vs Kramer will make my experience another worthwhile moment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402_3,"Fear and Desire is of interest mainly to Kubrick obsessives, who can plumb this pretentious clap trap for signs of his still-to-come greatness. Kubrick was right in seeking to ensure that the film was not screened or available on legitimate video. He considered it embarrassing and amateurish, and he was correct in his evaluation. This is a weak and tedious film--at 68 minutes it still seems longer than \Barry Lyndon\""!--it nevertheless is of historical interest"," and has its genuine absorbing moments. It's a difficult film to find (only \""unofficial\"" copies are in circulation)"," though perhaps this may change if Kubrick's estate relents and has it released on video. Recommended only for Kubrick enthusiasts.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077_1,"This is the worst movie I have ever seen. The story line is a joke, the effects are terrible, the cinematography doesn't fit the tone of the movie, the dialogue is cheesy, and the actors do a good job at screwing up the rest. People just don't act that way in real life situations. My question is: Who would fund such crap?<br /><br />The movie starts where some miners fall down a mine shaft after a fireman fails to save them. Next we join some bikers in a forest who ride around doing stunts on their bikes. One guy falls and breaks his leg or something. The fireman arrives to help them. Meanwhile, somebody starts a fire. Some more bike stunts. Bla bla bla.<br /><br />I wasted my time.<br /><br />Do not watch this movie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598_8,"Well, where to start? I stumbled across this one in 1993 and just hit \record\"" on the VCR out of habit"," more than anything else. \""Citizen Kane\"" it sure isn't...but if you've had a bad day and are in the mood for crashing out in front of something not too intellectually stimulating"," then I tentatively suggest this might just be your \""thing\"".<br /><br />We have the lot here - great title track", more stereotypes than you could shake a stick at, unconscious comedy, the bitchiest fight scene of all time and more, more," more! David Hemmings plays the diametric opposite of his role in the 60s classic \""Blow Up\"" - still a photographer"," still hormonally stimulated but not \""quite\"" the same.<br /><br />John Philip Law is easy to slam as an actor who makes a log appear unwooden but that wouldn;t be fair seeing as how he had about 5 minutes notice before accepting the role.<br /><br />Wexler as \""Amanda\""? Suffice to say it was her one and ONLY film role! The real star of this movie", though, is Ethel Evans who plays a, shall we say secretary (?), with the morals of an alley cat and an ambition to match. The way she manages to reconcile her present life with that of a future with her comedian husband-to-be is actually quite touching in an earthy, gritty," what-is-to-be-will-be way.<br /><br />I actually love this movie when I'm in the mood for it.......and wouldn't touch it with the proverbial bargepole when I'm not.<br /><br />Kudos to the cast for keeping a (relatively) straight face when filming.<br /><br />A \""classic\"" in the Edward D Wood school of cinematic endeavours!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
